cotacaoCompra;cotacaoVenda;data
1.7474;1.7482;2009-12-08
1.7603;1.7611;2009-12-09
1.7619;1.7627;2009-12-10
1.7513;1.7521;2009-12-11
1.7475;1.7483;2009-12-14
1.7549;1.7557;2009-12-15
1.751;1.7518;2009-12-16
1.7815;1.7823;2009-12-17
1.7871;1.7879;2009-12-18
1.7779;1.7787;2009-12-21
1.7817;1.7825;2009-12-22
1.7755;1.7763;2009-12-23
1.7519;1.7527;2009-12-24
1.739;1.7398;2009-12-28
1.7413;1.7421;2009-12-29
1.7404;1.7412;2009-12-30
1.7404;1.7412;2009-12-31
1.7232;1.724;2010-01-04
1.7219;1.7227;2010-01-05
1.7329;1.7337;2010-01-06
1.7405;1.7413;2010-01-07
1.7382;1.739;2010-01-08
1.7315;1.7323;2010-01-11
1.7431;1.7439;2010-01-12
1.7434;1.7442;2010-01-13
1.764;1.7648;2010-01-14
1.7703;1.7711;2010-01-15
1.7713;1.7721;2010-01-18
1.7739;1.7747;2010-01-19
1.7846;1.7854;2010-01-20
1.7895;1.7903;2010-01-21
1.8179;1.8187;2010-01-22
1.8186;1.8194;2010-01-25
1.8359;1.8367;2010-01-26
1.8505;1.8513;2010-01-27
1.8552;1.856;2010-01-28
1.874;1.8748;2010-01-29
1.8765;1.8773;2010-02-01
1.8355;1.8363;2010-02-02
1.8329;1.8337;2010-02-03
1.8707;1.8715;2010-02-04
1.8745;1.8753;2010-02-05
1.8722;1.873;2010-02-08
1.8542;1.855;2010-02-09
1.8475;1.8483;2010-02-10
1.8508;1.8516;2010-02-11
1.8662;1.867;2010-02-12
1.8305;1.8313;2010-02-17
1.8258;1.8266;2010-02-18
1.8108;1.8116;2010-02-19
1.8038;1.8046;2010-02-22
1.8178;1.8186;2010-02-23
1.8195;1.8203;2010-02-24
1.8356;1.8364;2010-02-25
1.8102;1.811;2010-02-26
1.7992;1.8;2010-03-01
1.7843;1.7851;2010-03-02
1.7838;1.7846;2010-03-03
1.788;1.7888;2010-03-04
1.7816;1.7824;2010-03-05
1.7818;1.7826;2010-03-08
1.7891;1.7899;2010-03-09
1.7708;1.7716;2010-03-10
1.7685;1.7693;2010-03-11
1.7629;1.7637;2010-03-12
1.7636;1.7644;2010-03-15
1.7658;1.7666;2010-03-16
1.7632;1.764;2010-03-17
1.784;1.7848;2010-03-18
1.7946;1.7954;2010-03-19
1.8022;1.803;2010-03-22
1.7805;1.7813;2010-03-23
1.7896;1.7904;2010-03-24
1.8;1.8008;2010-03-25
1.8223;1.8231;2010-03-26
1.8056;1.8064;2010-03-29
1.7944;1.7952;2010-03-30
1.7802;1.781;2010-03-31
1.7693;1.7701;2010-04-01
1.7565;1.7573;2010-04-05
1.7597;1.7605;2010-04-06
1.7654;1.7662;2010-04-07
1.7798;1.7806;2010-04-08
1.7722;1.773;2010-04-09
1.76;1.7608;2010-04-12
1.7576;1.7584;2010-04-13
1.7438;1.7446;2010-04-14
1.7475;1.7483;2010-04-15
1.755;1.7558;2010-04-16
1.758;1.7588;2010-04-19
1.7489;1.7497;2010-04-20
1.7618;1.7626;2010-04-22
1.7616;1.7624;2010-04-23
1.7438;1.7446;2010-04-26
1.7584;1.7592;2010-04-27
1.755;1.7558;2010-04-28
1.7313;1.7321;2010-04-29
1.7298;1.7306;2010-04-30
1.7307;1.7315;2010-05-03
1.7549;1.7557;2010-05-04
1.7854;1.7862;2010-05-05
1.8345;1.8353;2010-05-06
1.8335;1.8343;2010-05-07
1.7825;1.7833;2010-05-10
1.7835;1.7843;2010-05-11
1.7715;1.7723;2010-05-12
1.7729;1.7737;2010-05-13
1.7959;1.7967;2010-05-14
1.8037;1.8045;2010-05-17
1.7913;1.7921;2010-05-18
1.8358;1.8366;2010-05-19
1.8669;1.8677;2010-05-20
1.8702;1.871;2010-05-21
1.8514;1.8522;2010-05-24
1.8803;1.8811;2010-05-25
1.8453;1.8461;2010-05-26
1.832;1.8328;2010-05-27
1.8221;1.8229;2010-05-28
1.8159;1.8167;2010-05-31
1.8247;1.8255;2010-06-01
1.8354;1.8362;2010-06-02
1.8393;1.8401;2010-06-04
1.8626;1.8634;2010-06-07
1.865;1.8658;2010-06-08
1.8415;1.8423;2010-06-09
1.8177;1.8185;2010-06-10
1.8117;1.8125;2010-06-11
1.8022;1.803;2010-06-14
1.7963;1.7971;2010-06-15
1.7885;1.7893;2010-06-16
1.7809;1.7817;2010-06-17
1.7753;1.7761;2010-06-18
1.7655;1.7663;2010-06-21
1.7672;1.768;2010-06-22
1.79;1.7908;2010-06-23
1.7899;1.7907;2010-06-24
1.7773;1.7781;2010-06-25
1.7818;1.7826;2010-06-28
1.8068;1.8076;2010-06-29
1.8007;1.8015;2010-06-30
1.7998;1.8006;2010-07-01
1.7777;1.7785;2010-07-02
1.7747;1.7755;2010-07-05
1.7657;1.7665;2010-07-06
1.7711;1.7719;2010-07-07
1.7644;1.7652;2010-07-08
1.7564;1.7572;2010-07-09
1.7636;1.7644;2010-07-12
1.7517;1.7525;2010-07-13
1.7649;1.7657;2010-07-14
1.7682;1.769;2010-07-15
1.7784;1.7792;2010-07-16
1.7846;1.7854;2010-07-19
1.7792;1.78;2010-07-20
1.7758;1.7766;2010-07-21
1.7621;1.7629;2010-07-22
1.7609;1.7617;2010-07-23
1.7661;1.7669;2010-07-26
1.765;1.7658;2010-07-27
1.7642;1.765;2010-07-28
1.7635;1.7643;2010-07-29
1.7564;1.7572;2010-07-30
1.7481;1.7489;2010-08-02
1.7586;1.7594;2010-08-03
1.7555;1.7563;2010-08-04
1.7527;1.7535;2010-08-05
1.7558;1.7566;2010-08-06
1.7529;1.7537;2010-08-09
1.7568;1.7576;2010-08-10
1.7655;1.7663;2010-08-11
1.7723;1.7731;2010-08-12
1.7708;1.7716;2010-08-13
1.7631;1.7639;2010-08-16
1.752;1.7528;2010-08-17
1.7505;1.7513;2010-08-18
1.7576;1.7584;2010-08-19
1.7589;1.7597;2010-08-20
1.7579;1.7587;2010-08-23
1.7719;1.7727;2010-08-24
1.766;1.7668;2010-08-25
1.7588;1.7596;2010-08-26
1.7536;1.7544;2010-08-27
1.7583;1.7591;2010-08-30
1.7552;1.756;2010-08-31
1.7433;1.7441;2010-09-01
1.7359;1.7367;2010-09-02
1.7273;1.7281;2010-09-03
1.7251;1.7259;2010-09-06
1.7223;1.7231;2010-09-08
1.723;1.7238;2010-09-09
1.7178;1.7186;2010-09-10
1.7166;1.7174;2010-09-13
1.7068;1.7076;2010-09-14
1.7161;1.7169;2010-09-15
1.7176;1.7184;2010-09-16
1.7158;1.7166;2010-09-17
1.7208;1.7216;2010-09-20
1.7247;1.7255;2010-09-21
1.7176;1.7184;2010-09-22
1.7186;1.7194;2010-09-23
1.7112;1.712;2010-09-24
1.7092;1.71;2010-09-27
1.7085;1.7093;2010-09-28
1.7045;1.7053;2010-09-29
1.6934;1.6942;2010-09-30
1.6804;1.6812;2010-10-01
1.6874;1.6882;2010-10-04
1.68;1.6808;2010-10-05
1.675;1.6758;2010-10-06
1.6769;1.6777;2010-10-07
1.6796;1.6804;2010-10-08
1.664;1.6648;2010-10-11
1.6546;1.6554;2010-10-13
1.6588;1.6596;2010-10-14
1.6596;1.6604;2010-10-15
1.6678;1.6686;2010-10-18
1.686;1.6868;2010-10-19
1.6727;1.6735;2010-10-20
1.6889;1.6897;2010-10-21
1.6989;1.6997;2010-10-22
1.7018;1.7026;2010-10-25
1.7037;1.7045;2010-10-26
1.7069;1.7077;2010-10-27
1.7104;1.7112;2010-10-28
1.7006;1.7014;2010-10-29
1.7036;1.7044;2010-11-01
1.6929;1.6937;2010-11-03
1.6811;1.6819;2010-11-04
1.6793;1.6801;2010-11-05
1.6962;1.697;2010-11-08
1.6962;1.697;2010-11-09
1.7062;1.707;2010-11-10
1.717;1.7178;2010-11-11
1.719;1.7198;2010-11-12
1.7287;1.7295;2010-11-16
1.729;1.7298;2010-11-17
1.7135;1.7143;2010-11-18
1.7181;1.7189;2010-11-19
1.7227;1.7235;2010-11-22
1.7328;1.7336;2010-11-23
1.7239;1.7247;2010-11-24
1.7198;1.7206;2010-11-25
1.729;1.7298;2010-11-26
1.7263;1.7271;2010-11-29
1.7153;1.7161;2010-11-30
1.7044;1.7052;2010-12-01
1.7021;1.7029;2010-12-02
1.6909;1.6917;2010-12-03
1.6828;1.6836;2010-12-06
1.6731;1.6739;2010-12-07
1.6884;1.6892;2010-12-08
1.7016;1.7024;2010-12-09
1.7109;1.7117;2010-12-10
1.7019;1.7027;2010-12-13
1.6941;1.6949;2010-12-14
1.698;1.6988;2010-12-15
1.702;1.7028;2010-12-16
1.709;1.7098;2010-12-17
1.7074;1.7082;2010-12-20
1.6966;1.6974;2010-12-21
1.6938;1.6946;2010-12-22
1.6976;1.6984;2010-12-23
1.6895;1.6903;2010-12-24
1.6914;1.6922;2010-12-27
1.6858;1.6866;2010-12-28
1.678;1.6788;2010-12-29
1.6654;1.6662;2010-12-30
1.6654;1.6662;2010-12-31
1.6502;1.651;2011-01-03
1.6548;1.6556;2011-01-04
1.6705;1.6713;2011-01-05
1.6849;1.6857;2011-01-06
1.6853;1.6861;2011-01-07
1.6904;1.6912;2011-01-10
1.6879;1.6887;2011-01-11
1.6765;1.6773;2011-01-12
1.6693;1.6701;2011-01-13
1.6835;1.6843;2011-01-14
1.681;1.6818;2011-01-17
1.6737;1.6745;2011-01-18
1.6706;1.6714;2011-01-19
1.6707;1.6715;2011-01-20
1.6715;1.6723;2011-01-21
1.6723;1.6731;2011-01-24
1.6737;1.6745;2011-01-25
1.6684;1.6692;2011-01-26
1.6712;1.672;2011-01-27
1.6774;1.6782;2011-01-28
1.6726;1.6734;2011-01-31
1.6623;1.6631;2011-02-01
1.6663;1.6671;2011-02-02
1.6689;1.6697;2011-02-03
1.673;1.6738;2011-02-04
1.6768;1.6776;2011-02-07
1.6703;1.6711;2011-02-08
1.6635;1.6643;2011-02-09
1.6672;1.668;2011-02-10
1.6671;1.6679;2011-02-11
1.6673;1.6681;2011-02-14
1.6674;1.6682;2011-02-15
1.6696;1.6704;2011-02-16
1.6653;1.6661;2011-02-17
1.6669;1.6677;2011-02-18
1.6659;1.6667;2011-02-21
1.6686;1.6694;2011-02-22
1.6712;1.672;2011-02-23
1.6641;1.6649;2011-02-24
1.6617;1.6625;2011-02-25
1.6604;1.6612;2011-02-28
1.6619;1.6627;2011-03-01
1.6602;1.661;2011-03-02
1.6537;1.6545;2011-03-03
1.6454;1.6462;2011-03-04
1.6551;1.6559;2011-03-09
1.6604;1.6612;2011-03-10
1.6641;1.6649;2011-03-11
1.6623;1.6631;2011-03-14
1.6684;1.6692;2011-03-15
1.6666;1.6674;2011-03-16
1.6749;1.6757;2011-03-17
1.6712;1.672;2011-03-18
1.6644;1.6652;2011-03-21
1.663;1.6638;2011-03-22
1.6594;1.6602;2011-03-23
1.6585;1.6593;2011-03-24
1.6573;1.6581;2011-03-25
1.6606;1.6614;2011-03-28
1.6538;1.6546;2011-03-29
1.6352;1.636;2011-03-30
1.6279;1.6287;2011-03-31
1.6186;1.6194;2011-04-01
1.6102;1.611;2011-04-04
1.6079;1.6087;2011-04-05
1.6089;1.6097;2011-04-06
1.5919;1.5927;2011-04-07
1.5754;1.5762;2011-04-08
1.5797;1.5805;2011-04-11
1.5862;1.587;2011-04-12
1.5856;1.5864;2011-04-13
1.5834;1.5842;2011-04-14
1.5768;1.5776;2011-04-15
1.5904;1.5912;2011-04-18
1.5784;1.5792;2011-04-19
1.5714;1.5722;2011-04-20
1.5712;1.572;2011-04-25
1.5646;1.5654;2011-04-26
1.5697;1.5705;2011-04-27
1.5845;1.5853;2011-04-28
1.5725;1.5733;2011-04-29
1.5739;1.5747;2011-05-02
1.5882;1.589;2011-05-03
1.6022;1.603;2011-05-04
1.6211;1.6219;2011-05-05
1.6103;1.6111;2011-05-06
1.6191;1.6199;2011-05-09
1.6061;1.6069;2011-05-10
1.617;1.6178;2011-05-11
1.6199;1.6207;2011-05-12
1.632;1.6328;2011-05-13
1.6309;1.6317;2011-05-16
1.6282;1.629;2011-05-17
1.6158;1.6166;2011-05-18
1.6157;1.6165;2011-05-19
1.6161;1.6169;2011-05-20
1.6331;1.6339;2011-05-23
1.6248;1.6256;2011-05-24
1.6289;1.6297;2011-05-25
1.6188;1.6196;2011-05-26
1.603;1.6038;2011-05-27
1.595;1.5958;2011-05-30
1.5791;1.5799;2011-05-31
1.587;1.5878;2011-06-01
1.5797;1.5805;2011-06-02
1.5736;1.5744;2011-06-03
1.5802;1.581;2011-06-06
1.5756;1.5764;2011-06-07
1.5812;1.582;2011-06-08
1.5869;1.5877;2011-06-09
1.593;1.5938;2011-06-10
1.588;1.5888;2011-06-13
1.5813;1.5821;2011-06-14
1.5952;1.596;2011-06-15
1.61;1.6108;2011-06-16
1.5971;1.5979;2011-06-17
1.5961;1.5969;2011-06-20
1.5902;1.591;2011-06-21
1.5869;1.5877;2011-06-22
1.598;1.5988;2011-06-24
1.5961;1.5969;2011-06-27
1.5825;1.5833;2011-06-28
1.5722;1.573;2011-06-29
1.5603;1.5611;2011-06-30
1.5591;1.5599;2011-07-01
1.5572;1.558;2011-07-04
1.5629;1.5637;2011-07-05
1.5654;1.5662;2011-07-06
1.5573;1.5581;2011-07-07
1.5626;1.5634;2011-07-08
1.5788;1.5796;2011-07-11
1.5765;1.5773;2011-07-12
1.5754;1.5762;2011-07-13
1.5721;1.5729;2011-07-14
1.5735;1.5743;2011-07-15
1.582;1.5828;2011-07-18
1.5683;1.5691;2011-07-19
1.5643;1.5651;2011-07-20
1.5559;1.5567;2011-07-21
1.5539;1.5547;2011-07-22
1.5441;1.5449;2011-07-25
1.5337;1.5345;2011-07-26
1.5631;1.5639;2011-07-27
1.5643;1.5651;2011-07-28
1.5555;1.5563;2011-07-29
1.5543;1.5551;2011-08-01
1.5648;1.5656;2011-08-02
1.5643;1.5651;2011-08-03
1.5744;1.5752;2011-08-04
1.5887;1.5895;2011-08-05
1.5991;1.5999;2011-08-08
1.6326;1.6334;2011-08-09
1.6175;1.6183;2011-08-10
1.6298;1.6306;2011-08-11
1.6149;1.6157;2011-08-12
1.5948;1.5956;2011-08-15
1.591;1.5918;2011-08-16
1.5822;1.583;2011-08-17
1.6054;1.6062;2011-08-18
1.5952;1.596;2011-08-19
1.6001;1.6009;2011-08-22
1.6028;1.6036;2011-08-23
1.6031;1.6039;2011-08-24
1.6146;1.6154;2011-08-25
1.6106;1.6114;2011-08-26
1.5966;1.5974;2011-08-29
1.5896;1.5904;2011-08-30
1.5864;1.5872;2011-08-31
1.6032;1.604;2011-09-01
1.6335;1.6343;2011-09-02
1.6514;1.6522;2011-09-05
1.6575;1.6583;2011-09-06
1.6558;1.6566;2011-09-08
1.6766;1.6774;2011-09-09
1.6891;1.6899;2011-09-12
1.7119;1.7127;2011-09-13
1.728;1.7288;2011-09-14
1.7098;1.7106;2011-09-15
1.7114;1.7122;2011-09-16
1.7755;1.7763;2011-09-19
1.7862;1.787;2011-09-20
1.8272;1.828;2011-09-21
1.9008;1.9016;2011-09-22
1.8727;1.8735;2011-09-23
1.8437;1.8445;2011-09-26
1.8;1.8008;2011-09-27
1.8123;1.8131;2011-09-28
1.8283;1.8291;2011-09-29
1.8536;1.8544;2011-09-30
1.8804;1.8811;2011-10-03
1.8848;1.8856;2011-10-04
1.8449;1.8456;2011-10-05
1.8109;1.8116;2011-10-06
1.7659;1.7666;2011-10-07
1.7471;1.7478;2011-10-10
1.7652;1.7658;2011-10-11
1.7529;1.7536;2011-10-13
1.7369;1.7376;2011-10-14
1.7481;1.7488;2011-10-17
1.7717;1.7724;2011-10-18
1.7597;1.7604;2011-10-19
1.7819;1.7826;2011-10-20
1.7796;1.7803;2011-10-21
1.7761;1.7768;2011-10-24
1.7541;1.7548;2011-10-25
1.7599;1.7606;2011-10-26
1.7316;1.7323;2011-10-27
1.6979;1.6986;2011-10-28
1.6878;1.6885;2011-10-31
1.7499;1.7506;2011-11-01
1.7262;1.727;2011-11-03
1.7408;1.7415;2011-11-04
1.7496;1.7503;2011-11-07
1.7446;1.7453;2011-11-08
1.751;1.7516;2011-11-09
1.7603;1.761;2011-11-10
1.754;1.7547;2011-11-11
1.7642;1.7649;2011-11-14
1.7765;1.7772;2011-11-16
1.7767;1.7775;2011-11-17
1.7716;1.7723;2011-11-18
1.8053;1.8061;2011-11-21
1.8062;1.8069;2011-11-22
1.8434;1.8441;2011-11-23
1.8652;1.866;2011-11-24
1.893;1.8937;2011-11-25
1.859;1.8596;2011-11-28
1.8478;1.8486;2011-11-29
1.8102;1.8109;2011-11-30
1.7922;1.7929;2011-12-01
1.7836;1.7843;2011-12-02
1.7823;1.783;2011-12-05
1.7906;1.7913;2011-12-06
1.7974;1.798;2011-12-07
1.7934;1.7941;2011-12-08
1.8123;1.813;2011-12-09
1.8211;1.8219;2011-12-12
1.8403;1.8409;2011-12-13
1.8721;1.8728;2011-12-14
1.8602;1.8609;2011-12-15
1.8458;1.8465;2011-12-16
1.8608;1.8616;2011-12-19
1.8501;1.8508;2011-12-20
1.855;1.8556;2011-12-21
1.8571;1.8578;2011-12-22
1.8554;1.856;2011-12-23
1.8559;1.8566;2011-12-26
1.8578;1.8585;2011-12-27
1.8626;1.8634;2011-12-28
1.8751;1.8758;2011-12-29
1.8751;1.8758;2011-12-30
1.8676;1.8683;2012-01-02
1.845;1.8457;2012-01-03
1.8265;1.8272;2012-01-04
1.8365;1.8371;2012-01-05
1.8442;1.8449;2012-01-06
1.8435;1.8442;2012-01-09
1.8036;1.8042;2012-01-10
1.8041;1.8048;2012-01-11
1.7867;1.7874;2012-01-12
1.7846;1.7853;2012-01-13
1.783;1.7836;2012-01-16
1.7754;1.776;2012-01-17
1.7785;1.7791;2012-01-18
1.7642;1.7648;2012-01-19
1.7664;1.767;2012-01-20
1.7521;1.7528;2012-01-23
1.7643;1.7649;2012-01-24
1.7623;1.7632;2012-01-25
1.7382;1.7389;2012-01-26
1.7429;1.7436;2012-01-27
1.7502;1.7509;2012-01-30
1.7385;1.7391;2012-01-31
1.737;1.7376;2012-02-01
1.732;1.7326;2012-02-02
1.7216;1.7223;2012-02-03
1.7243;1.7249;2012-02-06
1.7255;1.7261;2012-02-07
1.7189;1.7195;2012-02-08
1.7219;1.7225;2012-02-09
1.7254;1.726;2012-02-10
1.7162;1.7169;2012-02-13
1.7167;1.7173;2012-02-14
1.7151;1.7158;2012-02-15
1.732;1.7326;2012-02-16
1.713;1.7136;2012-02-17
1.7069;1.7076;2012-02-22
1.7033;1.704;2012-02-23
1.7091;1.7098;2012-02-24
1.7082;1.7088;2012-02-27
1.7017;1.7024;2012-02-28
1.7086;1.7092;2012-02-29
1.7146;1.7152;2012-03-01
1.7239;1.7245;2012-03-02
1.7308;1.7314;2012-03-05
1.755;1.7556;2012-03-06
1.7685;1.7692;2012-03-07
1.7691;1.7697;2012-03-08
1.7761;1.7767;2012-03-09
1.8151;1.8157;2012-03-12
1.8096;1.8102;2012-03-13
1.814;1.8146;2012-03-14
1.8;1.8006;2012-03-15
1.8012;1.8018;2012-03-16
1.8084;1.809;2012-03-19
1.8253;1.8259;2012-03-20
1.8261;1.8267;2012-03-21
1.8244;1.825;2012-03-22
1.8188;1.8194;2012-03-23
1.8137;1.8143;2012-03-26
1.8129;1.8135;2012-03-27
1.8217;1.8223;2012-03-28
1.8327;1.8334;2012-03-29
1.8215;1.8221;2012-03-30
1.8308;1.8314;2012-04-02
1.825;1.8256;2012-04-03
1.831;1.8316;2012-04-04
1.8295;1.8301;2012-04-05
1.8254;1.826;2012-04-09
1.8311;1.8317;2012-04-10
1.8297;1.8303;2012-04-11
1.8264;1.827;2012-04-12
1.8358;1.8364;2012-04-13
1.8367;1.8373;2012-04-16
1.8447;1.8454;2012-04-17
1.8688;1.8694;2012-04-18
1.8861;1.8867;2012-04-19
1.878;1.8786;2012-04-20
1.8858;1.8864;2012-04-23
1.8774;1.878;2012-04-24
1.8801;1.8807;2012-04-25
1.8864;1.8871;2012-04-26
1.8846;1.8852;2012-04-27
1.8912;1.8918;2012-04-30
1.9143;1.9149;2012-05-02
1.9271;1.9277;2012-05-03
1.9204;1.921;2012-05-04
1.9262;1.9268;2012-05-07
1.936;1.9366;2012-05-08
1.9571;1.9577;2012-05-09
1.9576;1.9581;2012-05-10
1.9507;1.9513;2012-05-11
1.986;1.9866;2012-05-14
1.9941;1.9947;2012-05-15
1.9968;1.9974;2012-05-16
1.9967;1.9973;2012-05-17
2.0088;2.0095;2012-05-18
2.0368;2.0374;2012-05-21
2.0487;2.0493;2012-05-22
2.0809;2.0816;2012-05-23
2.0378;2.0384;2012-05-24
2.0026;2.0032;2012-05-25
1.9772;1.9778;2012-05-28
1.9938;1.9944;2012-05-29
2.0072;2.0078;2012-05-30
2.0217;2.0223;2012-05-31
2.0344;2.035;2012-06-01
2.0404;2.041;2012-06-04
2.0259;2.0266;2012-06-05
2.0176;2.0183;2012-06-06
2.0347;2.0353;2012-06-08
2.0342;2.0348;2012-06-11
2.0558;2.0564;2012-06-12
2.0597;2.0604;2012-06-13
2.0685;2.0691;2012-06-14
2.0437;2.0443;2012-06-15
2.0628;2.0634;2012-06-18
2.0433;2.044;2012-06-19
2.0287;2.0293;2012-06-20
2.0357;2.0363;2012-06-21
2.0549;2.0555;2012-06-22
2.0712;2.0718;2012-06-25
2.0737;2.0743;2012-06-26
2.0758;2.0764;2012-06-27
2.0897;2.0904;2012-06-28
2.0207;2.0213;2012-06-29
1.9887;1.9893;2012-07-02
1.9882;1.9888;2012-07-03
2.0195;2.0201;2012-07-04
2.0287;2.0292;2012-07-05
2.0353;2.0359;2012-07-06
2.0303;2.0312;2012-07-09
2.0327;2.0332;2012-07-10
2.0304;2.031;2012-07-11
2.0465;2.0471;2012-07-12
2.0332;2.0338;2012-07-13
2.0375;2.038;2012-07-16
2.0343;2.0349;2012-07-17
2.0253;2.0258;2012-07-18
2.0233;2.0239;2012-07-19
2.022;2.0227;2012-07-20
2.0406;2.0412;2012-07-23
2.0413;2.0418;2012-07-24
2.0397;2.0403;2012-07-25
2.0249;2.0255;2012-07-26
2.0167;2.0173;2012-07-27
2.0308;2.0313;2012-07-30
2.0494;2.0499;2012-07-31
2.0426;2.0432;2012-08-01
2.047;2.0475;2012-08-02
2.0307;2.0313;2012-08-03
2.0273;2.0279;2012-08-06
2.0276;2.0281;2012-08-07
2.0267;2.0273;2012-08-08
2.0177;2.0182;2012-08-09
2.0169;2.0175;2012-08-10
2.026;2.0266;2012-08-13
2.0252;2.0258;2012-08-14
2.0228;2.0234;2012-08-15
2.0208;2.0214;2012-08-16
2.0176;2.0182;2012-08-17
2.0203;2.0209;2012-08-20
2.0167;2.0173;2012-08-21
2.0204;2.021;2012-08-22
2.0236;2.0241;2012-08-23
2.025;2.0255;2012-08-24
2.0287;2.0293;2012-08-27
2.0427;2.0433;2012-08-28
2.0503;2.0509;2012-08-29
2.0507;2.0513;2012-08-30
2.0366;2.0372;2012-08-31
2.0329;2.0335;2012-09-03
2.0386;2.0392;2012-09-04
2.038;2.0385;2012-09-05
2.0375;2.0381;2012-09-06
2.0235;2.0241;2012-09-10
2.0192;2.0197;2012-09-11
2.0198;2.0204;2012-09-12
2.0249;2.0254;2012-09-13
2.0133;2.0139;2012-09-14
2.0306;2.0312;2012-09-17
2.0268;2.0274;2012-09-18
2.023;2.0236;2012-09-19
2.0257;2.0263;2012-09-20
2.0235;2.024;2012-09-21
2.0267;2.0273;2012-09-24
2.0245;2.0251;2012-09-25
2.0335;2.0341;2012-09-26
2.0305;2.0311;2012-09-27
2.03;2.0306;2012-09-28
2.0254;2.026;2012-10-01
2.026;2.0266;2012-10-02
2.026;2.0266;2012-10-03
2.0218;2.0224;2012-10-04
2.024;2.0246;2012-10-05
2.0307;2.0313;2012-10-08
2.0331;2.0337;2012-10-09
2.0373;2.0378;2012-10-10
2.0363;2.0369;2012-10-11
2.0377;2.0382;2012-10-15
2.0345;2.0351;2012-10-16
2.033;2.0336;2012-10-17
2.029;2.0295;2012-10-18
2.0266;2.0272;2012-10-19
2.026;2.0266;2012-10-22
2.0281;2.0286;2012-10-23
2.0257;2.0263;2012-10-24
2.0256;2.0261;2012-10-25
2.0257;2.0263;2012-10-26
2.0291;2.0296;2012-10-29
2.0318;2.0323;2012-10-30
2.0308;2.0313;2012-10-31
2.0306;2.0312;2012-11-01
2.0344;2.035;2012-11-05
2.0336;2.0341;2012-11-06
2.0324;2.033;2012-11-07
2.0352;2.0357;2012-11-08
2.0507;2.0512;2012-11-09
2.047;2.0476;2012-11-12
2.0609;2.0614;2012-11-13
2.0624;2.0629;2012-11-14
2.0706;2.0712;2012-11-16
2.074;2.0745;2012-11-19
2.0827;2.0835;2012-11-20
2.0918;2.0924;2012-11-21
2.0907;2.0912;2012-11-22
2.098;2.0985;2012-11-23
2.0782;2.0787;2012-11-26
2.0746;2.0752;2012-11-27
2.0907;2.0912;2012-11-28
2.0986;2.0991;2012-11-29
2.1068;2.1074;2012-11-30
2.1115;2.1121;2012-12-03
2.1072;2.1077;2012-12-04
2.104;2.1046;2012-12-05
2.0831;2.0836;2012-12-06
2.0798;2.0804;2012-12-07
2.0804;2.081;2012-12-10
2.0737;2.0743;2012-12-11
2.0795;2.0801;2012-12-12
2.0745;2.0751;2012-12-13
2.0834;2.084;2012-12-14
2.0896;2.0902;2012-12-17
2.096;2.0966;2012-12-18
2.0785;2.0791;2012-12-19
2.062;2.0625;2012-12-20
2.0751;2.0758;2012-12-21
2.0767;2.0774;2012-12-24
2.0563;2.0569;2012-12-26
2.0477;2.0483;2012-12-27
2.0429;2.0435;2012-12-28
2.0429;2.0435;2012-12-31
2.0409;2.0415;2013-01-02
2.0458;2.0464;2013-01-03
2.0419;2.0425;2013-01-04
2.0306;2.0312;2013-01-07
2.028;2.0286;2013-01-08
2.0411;2.0417;2013-01-09
2.0352;2.0358;2013-01-10
2.0335;2.0341;2013-01-11
2.0328;2.0334;2013-01-14
2.0368;2.0374;2013-01-15
2.0403;2.0409;2013-01-16
2.0405;2.0411;2013-01-17
2.0435;2.0441;2013-01-18
2.0415;2.042;2013-01-21
2.0466;2.0471;2013-01-22
2.0388;2.0394;2013-01-23
2.0338;2.0344;2013-01-24
2.0277;2.0285;2013-01-25
2.0235;2.0241;2013-01-28
1.9906;1.9912;2013-01-29
1.9894;1.99;2013-01-30
1.9877;1.9883;2013-01-31
1.9838;1.9843;2013-02-01
1.9888;1.9893;2013-02-04
1.9875;1.9881;2013-02-05
1.9878;1.9884;2013-02-06
1.9783;1.9789;2013-02-07
1.963;1.9636;2013-02-08
1.9665;1.967;2013-02-13
1.966;1.9666;2013-02-14
1.9594;1.96;2013-02-15
1.967;1.9676;2013-02-18
1.9591;1.9597;2013-02-19
1.9564;1.957;2013-02-20
1.9715;1.972;2013-02-21
1.9699;1.9705;2013-02-22
1.967;1.9676;2013-02-25
1.9812;1.9818;2013-02-26
1.9801;1.9807;2013-02-27
1.9749;1.9754;2013-02-28
1.9843;1.9848;2013-03-01
1.9822;1.9827;2013-03-04
1.9688;1.9693;2013-03-05
1.9668;1.9673;2013-03-06
1.9636;1.9642;2013-03-07
1.9522;1.9528;2013-03-08
1.9546;1.9552;2013-03-11
1.9579;1.9585;2013-03-12
1.9614;1.9619;2013-03-13
1.9671;1.9676;2013-03-14
1.9743;1.9749;2013-03-15
1.9865;1.9871;2013-03-18
1.9824;1.983;2013-03-19
1.9862;1.9868;2013-03-20
1.9925;1.9931;2013-03-21
2.012;2.0126;2013-03-22
2.0134;2.014;2013-03-25
2.0081;2.0087;2013-03-26
2.0179;2.0185;2013-03-27
2.0132;2.0138;2013-03-28
2.018;2.0186;2013-04-01
2.0173;2.0179;2013-04-02
